objective_name,SSIM,PSNR,MSE,nearest_embedding_cosine,target_confidence,runtime_seconds,candidate_score,delta_SSIM,delta_PSNR,delta_MSE,delta_nearest_embedding_cosine,delta_target_confidence,delta_runtime_seconds,mse_reduction_pct,ssim_change_pct,psnr_change_pct
deepinv_margin,0.013436752707800911,6.846427920666664,0.20922329525152839,0.7075404127438863,0.19958455032772482,35.5066289999781,0.31794611546728346,-0.0012347265405373339,-0.9553808220120299,0.037527391480075,0.0006165173318651851,0.02646520733833313,-4.06126177779192,-21.85689387792745,-8.415828558508743,-12.245632436306133
phase1_registered,0.010179443750530455,7.61872458166892,0.17647087408436668,0.7067973216374716,0.1688088625669479,37.3214015777792,0.31399000030424856,-0.00449203549780779,-0.18308416100977354,0.004774970312913296,-0.00012657377454960983,-0.00431048042244378,-2.246489199990819,-2.781062452875591,-30.617468230523357,-2.346688659621165
plug_in_aug_sigmoid,0.01826045699029539,9.494478146100017,0.13261850095457495,0.7131945755746629,0.12927389310465914,114.861192622222,0.2742698645426167,0.0035889777419571434,1.6926694034213225,-0.03907740281687844,0.006270680162641762,-0.043845449884732546,75.29330184445199,22.759659350344705,24.462275965551644,21.695858732883483
